Category,Name,Image Path,Description,Style
Chests-of-drawers-drawer-units,Chest-of-4-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-4-drawers----------82x104-cm.jpg,The classic design with panelled drawer fronts never goes out of style. Psst! Please attach to the wall.,Traditional
Chests-of-drawers-drawer-units,Chest-of-6-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-6-drawers----------120x76-cm.jpg,"You can build NORDLI chest of drawers any which way – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place. Psst! Please attach to the wall.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-2-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-2-drawers----------80x54-cm.jpg,"You can build NORDLI chest of drawers any way you want – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-3-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-3-drawers----------120x54-cm.jpg,"You can build NORDLI chest of drawers any way you want – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-2-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-2-drawers----------40x54-cm.jpg,"You can build NORDLI chest of drawers any way you want – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place.",Scandinavian
Chests-of-drawers-drawer-units,Modular-chest-of-2-drawers,database/images\Chests-of-drawers-&-drawer-units---------Modular-chest-of-2-drawers----------80x45-cm.jpg,"You can build NORDLI chest of drawers any which way – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place. Psst! Please attach to the wall.",Scandinavian
Chests-of-drawers-drawer-units,Frame-with-mesh-basketscastors,database/images\Chests-of-drawers-&-drawer-units---------Frame-with-mesh-basketscastors----------50x51x73-cm.jpg,"Difficult to keep things neat and tidy? JONAXEL storage solution lets you use the space in smarter ways. Find a suitable combination and use it almost anywhere, even in humid bathrooms and laundry rooms.",Modern
Chests-of-drawers-drawer-units,Frame-with-mesh-baskets,database/images\Chests-of-drawers-&-drawer-units---------Frame-with-mesh-baskets----------50x51x104-cm.jpg,"Difficult to keep things neat and tidy? JONAXEL storage solution lets you use the space in smarter ways. Find a suitable combination and use it almost anywhere, even in humid bathrooms and laundry rooms.",Modern
Chests-of-drawers-drawer-units,Chest-of-6-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-6-drawers----------80x145-cm.jpg,"You can build NORDLI chest of drawers any which way – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place. Psst! Please attach to the wall.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-8-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-8-drawers----------160x99-cm.jpg,"You can build NORDLI chest of drawers any which way – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place. Psst! Please attach to the wall.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-5-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-5-drawers----------120x76-cm.jpg,"You can build NORDLI chest of drawers any which way – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place. Psst! Please attach to the wall.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-4-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-4-drawers----------40x99-cm.jpg,"You can build NORDLI chest of drawers any which way – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place. Psst! Please attach to the wall.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-8-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-8-drawers----------160x54-cm.jpg,"You can build NORDLI chest of drawers any way you want – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place.",Scandinavian
Chests-of-drawers-drawer-units,Drawer-unit-on-castors,database/images\Chests-of-drawers-&-drawer-units---------Drawer-unit-on-castors----------45x55-cm.jpg,Roll this drawer unit to where you need it or push it under a table. The combination lock keeps your belongings safe and close to your workspace. All with a 10-year guarantee!,Modern
Chests-of-drawers-drawer-units,Modular-chest-of-2-drawers,database/images\Chests-of-drawers-&-drawer-units---------Modular-chest-of-2-drawers----------40x45-cm.jpg,"You can build NORDLI chest of drawers any which way – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place. Psst! Please attach to the wall.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-drawers----------40x54-cm.jpg,"You can build NORDLI chest of drawers any way you want – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place.",Scandinavian
Chests-of-drawers-drawer-units,Frame-with-wire-basketscastors,database/images\Chests-of-drawers-&-drawer-units---------Frame-with-wire-basketscastors----------25x51x73-cm.jpg,"Difficult to keep things neat and tidy? JONAXEL storage solution lets you use the space in smarter ways. Find a suitable combination and use it almost anywhere, even in humid bathrooms and laundry rooms.",Modern
Chests-of-drawers-drawer-units,Drawer-unit,database/images\Chests-of-drawers-&-drawer-units---------Drawer-unit----------80x80-cm.jpg,An office can easily get cluttered. This generous drawer unit with lockable storage easily hides work-related items while keeping them close to the desk. All with a 10-year guarantee!,Modern
Chests-of-drawers-drawer-units,Chest-of-10-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-10-drawers----------160x99-cm.jpg,"You can build NORDLI chest of drawers any which way – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place. Psst! Please attach to the wall.",Scandinavian
Chests-of-drawers-drawer-units,Modular-chest-of-3-drawers,database/images\Chests-of-drawers-&-drawer-units---------Modular-chest-of-3-drawers----------40x68-cm.jpg,"You can build NORDLI chest of drawers any which way – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place. Psst! Please attach to the wall.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-8-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-8-drawers----------160x99-cm.jpg,"You can build NORDLI chest of drawers any way you want – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place.",Scandinavian
Chests-of-drawers-drawer-units,Chest-of-3-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-3-drawers----------80x76-cm.jpg,"You can build NORDLI chest of drawers any which way – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place. Psst! Please attach to the wall.",Scandinavian
Chests-of-drawers-drawer-units,Top-and-plinth,database/images\Chests-of-drawers-&-drawer-units---------Top-and-plinth----------120x47-cm.jpg,"You can build NORDLI chest of drawers any which way – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place. Psst! Please attach to the wall.",Scandinavian
Chests-of-drawers-drawer-units,Drawer-unit-on-castors,database/images\Chests-of-drawers-&-drawer-units---------Drawer-unit-on-castors----------42x61-cm.jpg,A neat drawer unit on castors that you can easily roll in under the desk or move where you need it. Built-in dampers close the drawers softly and quietly – so you don’t disturb your colleagues.,Modern
Chests-of-drawers-drawer-units,Chest-of-5-drawers,database/images\Chests-of-drawers-&-drawer-units---------Chest-of-5-drawers----------80x122-cm.jpg,"You can build NORDLI chest of drawers any way you want – wide, low or in different heights to create the perfect solution for your space. The clean modern look is easy to place.",Scandinavian
Chests-of-drawers-drawer-units,Storage-unit-with-smart-lock,database/images\Chests-of-drawers-&-drawer-units---------Storage-unit-with-smart-lock----------41x61-cm.jpg,"With a flexible storage unit on castors, you can easily move and always have your things close at hand. And you can put the most important things in the drawer with a smart lock when you leave the office.",Modern
Chests-of-drawers-drawer-units,Storage-unit-on-castors,database/images\Chests-of-drawers-&-drawer-units---------Storage-unit-on-castors----------41x61-cm.jpg,Roll it to wherever you need it. It’s also suitable to sit on and easily transforms into an extra chair for your guests. Durable and steady with a quality that will last for many years.,Modern
